Effective date ,S&P 500 Energy ,S&P 500 Health Care ,S&P 500 Information Technology ,S&P 500 Communication Services ,S&P 500 Consumer Discretionary ,S&P 500 Consumer Staples ,S&P 500 Financials ,S&P 500 Industrials ,S&P 500 Materials ,S&P 500 Real Estate ,S&P 500 Utilities 
05/07/2013,1.0939456,1.3209704,0.7036716,0.4771472,1.0323378,0.1964494,1.7597989,1.5012984,0.6845361,-0.2065582,-0.482733
08/07/2013,0.7004868,0.5712853,-0.2362552,-0.3999,0.8886075,0.9730593,0.7598727,0.2984836,0.5611075,0.1164295,1.4339019
09/07/2013,1.0661591,0.2546387,0.4475395,-0.1693852,0.4328161,0.8150545,0.8358719,1.4507772,1.580255,1.4342938,0.7514846
10/07/2013,-0.5816182,0.6944814,0.4595313,-0.3959027,0.0711069,0.1307811,-0.6263125,-0.0811922,-0.0922176,0.1656051,0.4798665
11/07/2013,0.9303339,1.2453256,1.70641,1.4006309,1.4383532,1.5269532,0.9157305,1.5753604,1.6293442,2.5880707,1.6247924
12/07/2013,0.3936158,0.6846928,0.2346546,-0.5910901,0.5540225,0.1169509,0.7972079,-0.5780496,-0.3159059,-0.4276948,0.3422383
15/07/2013,-0.0711355,0.0017304,0.2867789,-0.6884897,-0.3314264,0.0350443,0.3790502,0.2699406,0.1941055,-0.0311255,1.5831806
16/07/2013,-0.5595563,-0.5104513,0.0175077,0.6302389,-0.5443301,-0.3386426,-0.3957736,-0.5436049,-0.7986399,-0.1307678,-0.5011275
17/07/2013,0.4478333,0.2034889,0.1342021,0.457193,0.1128692,0.1499777,0.4593176,0.3305484,0.9884022,0.2992892,-0.0956938
18/07/2013,0.9397375,0.2707675,-0.2816409,-0.90399,0.5232929,0.3299249,1.3389941,0.863858,0.0157859,0.8516723,0.9729784
19/07/2013,1.3546131,1.3692228,-1.9556283,0.1446996,-0.0698324,0.5224124,0.0143231,1.242252,0.489287,-0.1232818,-0.0748914
22/07/2013,-0.2462416,0.4422739,0.3913778,-0.0565398,-0.0571755,-0.1554452,0.683828,0.0482675,0.3062787,0.1604641,-0.0549615
23/07/2013,0.1948811,-0.33322,-0.5422307,0.3708593,-0.1737435,-0.2486348,-0.2489154,-0.0634792,0.2701116,-0.1417216,0.2849573
24/07/2013,-0.9563019,-0.127934,0.8635441,-0.5698898,-0.2907841,-0.6289601,-0.8448595,-0.691092,-0.9252752,-1.8573368,-1.5453639
25/07/2013,0.5204072,0.4782319,0.0414267,0.0818794,0.0745045,0.4407145,0.0898796,-0.0025585,0.9378571,-0.075448,0.8810127
26/07/2013,-0.2751368,0.6510395,0.1242285,0.4405286,0.3679912,-0.0466788,-0.1185345,-0.2481771,-0.3669725,0.1824703,0.3563541
29/07/2013,-0.8456453,-0.2938594,-0.1693714,0.7080201,-0.5467839,-0.2918788,-0.7480131,-0.3360008,0.5093844,-0.8416028,0.20005
30/07/2013,-0.2831882,-0.0101629,0.7417637,-1.4994089,-0.2642402,-0.1311445,-0.090583,0.3731631,-0.2572999,-0.2660248,0.2545545
31/07/2013,0.2988525,-0.011858,-0.2721968,-1.0042951,0.4786018,-0.1852503,0.0543991,0.1692221,-0.3634942,-1.4797409,-0.7069601
01/08/2013,1.1688012,0.618382,1.1801206,1.0910483,1.6331044,1.0219424,1.6709558,1.7149585,0.8473247,-0.4834655,0.7470919
02/08/2013,-0.585785,0.0774541,0.4909952,0.2272153,0.7009101,0.0465105,-0.0249554,0.2139011,0.5484674,-0.4599041,-0.0846066
05/08/2013,-0.2782506,-0.1749781,0.1853962,-0.0503778,-0.2140037,0.0743823,-0.2317869,-0.3766668,-0.255329,-0.0780894,-0.7073122
06/08/2013,-0.494042,-0.4500101,-0.5898568,-0.4095262,-0.4851438,-0.1393631,-0.8578169,-0.761223,-0.9579956,-0.3451644,-0.59697
07/08/2013,-0.3463918,0.0389402,-0.2831048,-0.0253052,-0.8348328,-0.523341,-0.8039513,-0.2082751,0.003916,-0.562018,0.4542014
08/08/2013,0.5611189,0.069388,0.3539135,-0.9998102,0.7004958,0.4886831,0.2398692,0.4250554,1.5232799,-0.1577287,0.3968852
09/08/2013,-0.4905027,-0.3450084,-0.4359874,-1.0035155,-0.276573,-0.4374433,-0.2791777,-0.286395,0.5708555,0.9478673,-0.6805444
12/08/2013,-0.5342729,-0.4225711,0.6831186,0.4003099,-0.0861435,-0.282783,-0.4581152,0.0762524,-0.1955971,-0.8281168,-0.639863
13/08/2013,0.167961,0.2777967,0.7751339,-0.6688103,-0.0399546,0.0281241,0.4273504,0.4241485,0.2420935,-1.3413111,-0.557781
14/08/2013,-0.4017664,-0.7800948,0.0134269,-0.1489059,-1.0665825,-0.7146204,-0.3673395,-0.7511381,-0.1686729,-0.3465511,-0.7597777
15/08/2013,-0.6634218,-1.6324084,-1.7625285,-0.8882837,-1.764906,-1.5787611,-1.4528729,-1.1288637,-0.7641502,-1.8257206,-1.4078718
16/08/2013,-0.4111152,-0.5450398,0.013666,-1.0205417,-0.3658167,-0.6785594,-0.1740999,0.1005155,-0.7700344,-2.2275204,-1.0735877
19/08/2013,-1.5366729,0.2381203,-0.1600656,-0.806345,-0.3975754,-0.4031577,-1.3321459,-0.4351296,-0.8345032,-0.9614715,-0.7902223
20/08/2013,0.4569023,0.1991266,-0.0019551,0.4930704,0.9052044,-0.0824123,0.8875517,0.0206879,0.5859221,2.1034119,0.8443076
21/08/2013,-0.5399973,-0.502057,-0.0782075,-1.1536931,-0.8430427,-0.7544515,-0.6299858,-0.6489477,-0.7076117,-0.0206697,-1.1637091
22/08/2013,1.3461901,0.5834326,0.4676555,0.3353904,1.061673,0.4448681,1.1179052,1.2699404,1.1575715,0.4755013,0.655301
23/08/2013,0.7418924,0.1950914,0.6368682,1.4373579,0.0194141,0.6035091,0.0853274,0.095079,0.8562977,1.1796982,0.778066
26/08/2013,-0.2482722,0.1321257,-0.367704,-1.2851776,-0.2221407,-1.1247914,-0.5782489,-0.3209078,-0.0038592,-0.2914859,-0.7878151
27/08/2013,-0.6037266,-1.6823793,-2.0434327,-0.1735879,-1.6081619,-0.6116058,-2.4271121,-1.9908826,-1.8061827,-0.3943164,-0.0423504
28/08/2013,1.7731156,0.4308822,0.2082094,-0.5350455,0.4283831,-0.7236745,0.1184517,0.0630683,-0.2004481,-0.3617501,0.2965788
29/08/2013,-1.0872276,0.3147419,0.4571089,1.1699839,0.4374932,0.4462957,0.2824212,0.2127213,0.3268746,0.0685025,-0.5280389
30/08/2013,-0.0252105,-0.2997318,-0.5279124,-0.1462183,-0.6468474,0.2962085,-0.479525,-0.4428837,-0.1256133,-0.4107338,0.0318505
03/09/2013,0.5867124,0.5942335,0.3267456,-1.8370607,0.7453198,-0.0172278,0.8413002,0.5264543,0.5620406,-0.6461369,-1.1303333
04/09/2013,0.5264653,1.1202768,0.8842745,1.261188,1.0096175,0.448,0.7584376,0.9557476,0.8950207,0.5880725,-0.1449198
05/09/2013,0.2493849,0.1624639,0.1741308,-0.8437123,0.0926285,-0.0955718,0.2220549,0.2775256,0.2479179,-0.8666346,-0.3762632
06/09/2013,0.0215596,0.0034511,0.1191406,-0.0810373,-0.2130636,0.127551,-0.0337977,-0.0853551,-0.2086634,2.1161451,0.5611309
09/09/2013,1.0213726,0.6487792,1.2855777,0.2027575,0.9209334,0.766781,1.1419985,1.2141137,1.517909,2.2557413,0.4077691
10/09/2013,0.0164131,0.6085958,0.5662558,1.1196547,0.9659564,0.0802276,1.1848165,1.434856,0.8811077,-0.0930233,0.7160415
11/09/2013,0.756519,0.7054493,-0.5228483,0.0266809,0.6879035,0.7530486,0.132144,0.5042992,0.6125227,0.4455972,-0.9178693
12/09/2013,-0.5944819,-0.2419628,-0.0693094,1.033609,-0.2228295,-0.147073,-0.7221672,-0.4616272,-1.0184141,-0.8276501,-0.3266399
13/09/2013,0.0475153,0.245942,0.0327521,0.1452049,0.316029,0.8137148,0.188317,0.236925,0.6796006,0.1335292,0.7789836
16/09/2013,0.0163768,0.8273832,-0.3139324,0.8172412,0.3906414,0.8885802,1.0982936,1.2673188,1.0558866,1.3401787,0.2185618
17/09/2013,0.4240896,0.0822272,0.5950656,0.5033667,0.5794979,0.322864,0.4483978,0.5785514,-0.246287,-0.2039608,0.5478723
18/09/2013,1.2130896,0.6975184,1.3655482,0.4423052,1.1855981,1.2541707,0.9907817,1.2812917,2.3006135,3.4348629,2.9995239
19/09/2013,-0.2142569,-0.3380179,0.1515783,-0.3043647,0.0082225,-0.4674098,-0.4743594,0.1365021,-0.3802977,-0.3059468,-0.4571135
20/09/2013,-0.7813761,-0.2071742,-0.6772863,-1.4160442,-0.6618569,-0.6128343,-0.4693988,-1.3655948,-1.2847337,-1.8988556,-1.4498736
23/09/2013,-0.4962739,-0.6998276,0.287619,0.0593003,-0.7304103,-0.5103005,-1.4547433,-0.1406713,-0.6135426,-0.7690302,1.1623037
24/09/2013,0.0376106,-0.4923201,-0.2753984,-0.7704465,0.1396532,-0.7005129,-0.644235,0.313867,-0.0748279,-0.7881256,-0.0983335
25/09/2013,-0.0506735,-0.8132974,-0.2571135,-0.2588095,-0.5182857,-0.746108,0.5298455,-0.3917221,0.2246518,0.4236727,-0.7304564
26/09/2013,0.0621474,0.3262782,0.3016937,0.904857,0.9017868,0.5083725,0.0405425,0.3561624,0.5977286,0.5998682,-0.1304665
27/09/2013,-0.3089093,0.0459731,-0.5920539,-0.9692734,0.0497667,-0.6136734,-0.3942085,-0.6260012,-1.1957813,-0.4652382,-0.6793123
30/09/2013,-0.8328688,-0.2637984,-0.5591941,-0.5925827,-0.4538954,-1.051616,-0.7360556,-0.6225044,-0.3946478,-1.158657,-0.121008
01/10/2013,0.5422742,1.2764069,0.9532797,0.6430007,0.8827816,0.5777106,0.7191564,0.7212378,0.46036,1.2255228,0.3581964
02/10/2013,0.2598086,-0.2274642,0.0877511,-0.3859976,-0.066042,-0.2181237,-0.0850906,-0.3567977,0.2328813,0.2500329,0.1469662
03/10/2013,-0.8397297,-0.9609052,-1.0292184,-0.4075361,-1.0160671,-0.4566321,-0.7997926,-1.1090389,-0.8731497,-1.8049357,-1.2368973
04/10/2013,0.8534568,1.132217,0.4891482,0.207956,0.8783643,0.1708025,0.8771602,0.467701,1.425223,-0.2406256,0.2069624
07/10/2013,-0.7068355,-1.079076,-0.6726586,0.615879,-1.3960414,-0.4774316,-1.1988456,-0.543111,-1.1554661,0.3350084,-0.4448446
08/10/2013,-1.0124701,-1.5033237,-1.6091067,-2.3885562,-1.6507257,-0.0244756,-1.3070182,-1.1676481,-1.6554169,-1.0884808,0.6436513
09/10/2013,-0.3253688,-0.1592026,0.3294376,1.2609911,-0.3689565,0.1028227,0.3415171,-0.1705963,0.1955521,0.047259,0.4386892
10/10/2013,1.7208765,2.3242512,1.7492768,1.3933764,2.2733111,1.890484,2.9232689,2.6780932,2.066511,2.591268,1.4787139
11/10/2013,1.031844,0.4420956,0.7990933,0.3186616,0.7848801,0.259229,0.5768665,0.5638771,0.547411,0.993225,0.4563369
14/10/2013,0.6222309,0.6610678,0.5431158,-0.675005,0.3758852,0.3926263,0.4456947,0.2272503,0.3169631,-0.0781555,-0.578154
15/10/2013,-0.4306019,-0.5310772,-0.5648218,-0.7262309,-0.8110233,-0.8537225,-0.7565012,-0.9291207,-0.5761653,-0.4367097,-1.3862928
16/10/2013,1.3673018,2.0211207,0.8672944,1.738255,1.2077093,1.3878199,2.1548723,0.6467823,1.0356302,2.2651391,0.9898384
17/10/2013,0.2149192,0.8815809,-0.1927547,1.9064582,0.7419468,1.0129765,0.8896861,0.8403569,1.2840438,1.4211638,1.6057557
18/10/2013,0.8706368,-0.3583877,1.7646502,0.9839461,0.6137354,0.1925787,0.2453508,1.1250276,0.3288152,-0.3660923,0.2719483
21/10/2013,-0.3823758,-0.5518329,0.513517,1.1666667,0.2073972,-0.2742487,-0.1879966,0.382956,-0.0109246,-0.443459,-0.2046873
22/10/2013,0.6769025,0.9066587,-0.1628936,0.5259156,0.7122131,1.3726642,0.1563666,0.5722426,1.423993,1.2026726,1.2716644
23/10/2013,-1.3462847,-0.1489337,-0.4820617,-0.2647337,-0.5943506,0.1252058,-0.848029,0.0072024,-0.6463428,-0.3835513,0.0303797
24/10/2013,0.5837075,-0.0114735,0.4713554,-0.9859066,0.9546201,-0.1898895,0.1180933,0.7393893,0.5132097,0.0757432,-0.2328407
25/10/2013,0.4113258,0.1393374,0.4153686,0.9829578,0.692632,0.2830561,0.4182007,0.49328,0.2409119,1.2109745,1.1415525
28/10/2013,0.1413102,0.283198,0.2696115,0.4424499,-0.231283,1.2007496,-0.2100093,-0.0901093,-0.5452328,-0.9721443,-0.2307499
29/10/2013,0.6579886,0.657841,0.5432981,1.4473601,0.6434981,0.8847332,0.3210273,0.3275342,0.2921446,-0.7614373,0.1256976
30/10/2013,-0.6253347,-0.5335366,-0.2417892,-0.5024502,-0.4666309,-0.7999275,-0.4515556,-0.3998013,-0.5861833,-0.7863031,-0.6578287
31/10/2013,-0.2219087,-0.438575,-0.3635629,-0.0810474,0.2254319,-0.5436769,-1.128652,-0.0237518,-0.1953408,-0.747795,-0.5307587
01/11/2013,-0.308186,0.6746799,0.1529587,-0.0811131,0.2468202,0.4088383,0.2600968,0.7483607,-0.2355926,0.7405499,0.7419453
04/11/2013,1.3130428,0.1008491,0.3293711,0.7680779,0.3554197,0.1029371,0.0900771,0.3372085,0.4250681,0.2429046,0.2269976
05/11/2013,-0.7691219,-0.3006175,-0.0421825,-1.9334449,0.0079142,0.212518,-0.4607797,-0.1363102,-0.4051805,-1.6962122,-0.7700438
06/11/2013,0.5928039,-0.3341211,0.8128142,0.9541864,-0.2413643,1.0991016,0.329102,0.385955,0.6320378,0.2075765,1.3237979
07/11/2013,-1.4890332,-0.8879804,-1.2303212,-1.7839259,-2.0684595,-1.4074341,-1.1426718,-1.122937,-1.2994513,-1.3011393,-0.9711168
08/11/2013,1.4219677,1.5196264,1.0761208,-0.0446116,1.5775298,0.3591691,2.2825889,1.379899,1.839526,-1.0493868,-0.2072486
11/11/2013,0.1640172,0.199909,0.1112063,-0.3187962,0.1614833,-0.1367708,0.0962533,-0.030403,-0.0430926,-0.1060516,0.015196
12/11/2013,-0.8644036,-0.0616373,0.3205011,0.3070232,-0.2209351,0.100436,-0.9295534,0.0257334,-0.2945931,-0.7099728,-0.9217523
13/11/2013,0.6464114,0.5323552,1.0183336,-0.1913021,1.5898663,0.8528493,0.8232376,0.5051804,0.4323857,0.5012029,0.281143
14/11/2013,0.5381095,0.8346652,-0.4384467,0.472783,0.6911854,0.6489249,0.8450403,0.3886161,0.8251713,0.8710686,0.851259
15/11/2013,0.6984665,0.5715841,0.2653094,0.5087117,0.2983678,0.1999371,0.5020684,0.3337969,0.629826,0.3295979,0.6014658
18/11/2013,-0.6188042,-0.4234657,-0.6714188,0.6073643,-0.7193965,-0.3497523,-0.0598065,0.1594123,-0.678925,-0.696452,-0.0904341
19/11/2013,0.1756615,0.100721,-0.4331201,0.1131933,-0.4112647,-0.3622292,0.1795269,-0.6620072,-0.2492167,-0.6682546,-0.7090415
20/11/2013,-0.2959089,0.2523478,-0.2912162,-0.8605528,-0.5211201,-0.4674163,-0.3548965,-0.5224539,-0.8137626,-1.0524212,-1.1952393
21/11/2013,0.8338306,0.4683766,1.0368369,-0.3104606,0.9093245,0.1996416,1.4528528,0.7749586,0.7844548,0.5385392,0.256292
22/11/2013,0.5575195,1.2130534,-0.1752484,-0.0699123,0.6112014,0.5252791,0.4692388,0.8060593,0.5319909,-0.4553063,-0.0357892
25/11/2013,-0.8269966,0.4104717,-0.0705844,-0.2734847,0.0700948,-0.1914458,0.0864902,-0.3837228,-0.6960969,-0.5650098,-0.4091653
26/11/2013,-0.3435514,-0.3541839,0.4111276,-0.0446429,0.5350715,-0.2414587,-0.0656758,0.2929372,-0.2074318,-0.1488196,-0.9860312
27/11/2013,-0.7051413,0.0313165,0.9812233,0.1148472,0.3251403,0.0656005,0.3320535,0.4162738,0.0895961,1.1787819,-0.2748963
29/11/2013,-0.159389,-0.1220963,0.4483344,-0.5480849,0.1466106,-0.176327,-0.396456,-0.3916449,-0.1432254,-1.218614,-0.0520102
02/12/2013,0.0474188,0.1034385,-0.3111886,-0.8522909,-0.5008283,-0.4823588,-0.2076699,-0.4690626,-0.2008032,-0.3999187,-0.379872
03/12/2013,0.3301946,-0.8282189,0.3710244,0.2132885,-0.8634375,0.4460121,-0.9191176,-0.697669,-1.2252084,-0.244998,0.5589219
04/12/2013,-0.4267381,-0.4183572,0.1688319,-0.3353757,-0.2401968,-0.4259079,0.2240347,-0.3675701,0.4692445,0.5389548,0.2181705
05/12/2013,-0.4317298,-0.2726783,-0.2608048,-0.9577428,-0.0117451,-0.8873114,-0.9081066,0,-0.64084,0.2374975,-0.7412015
06/12/2013,0.5273106,1.3846056,0.7648932,1.0127409,0.8770728,1.453068,1.3993162,1.4593597,1.4320592,0.9951259,1.1853786
09/12/2013,0.0884774,0.1850197,0.2506752,0.3622251,-0.1261475,0.199113,0.368465,0.2646599,0.4921684,0.6635834,-0.5470403
10/12/2013,-0.2746689,-0.4350888,-0.2236349,-0.80562,0.0991023,-0.8490651,-0.3186258,-0.2387128,0.2681157,0,-1.0378289
11/12/2013,-1.42778,-1.620636,-0.8453637,-1.3189526,-0.9939239,0.2004191,-1.4453478,-1.5162322,-1.6935254,-2.2506326,-0.8075088
12/12/2013,0.4753264,-0.8084875,-0.6941602,-0.3687121,-0.3980314,-1.3455769,-0.0070507,0.0513971,-0.1704566,-0.7901907,0.0951525
13/12/2013,-0.3819783,0.0402706,-0.2778126,-0.3106001,0.2716642,-0.248825,0.130447,0.3736048,0.4250527,0.4875034,-0.1373119
16/12/2013,0.9594096,0.2205942,0.9687624,0.6297647,0.7106958,-0.0300259,0.5492764,0.974736,0.4377238,0.211821,0.5870221
17/12/2013,-0.6038647,-0.437004,0.0284814,-0.8168643,-0.3274981,-0.4597648,-0.5917989,-0.0368621,0.5186573,0.1568253,-0.2103049
18/12/2013,1.6515316,2.3963208,0.7581015,1.5807651,1.5646392,1.6641909,2.3460617,1.6202263,1.3150351,1.9878821,1.3277134
19/12/2013,0.2233372,-0.2206288,0.1607234,0.0653851,-0.1636819,-0.1803612,-0.1480003,-0.0544316,0.2511052,-1.0880449,-0.7331531
20/12/2013,0.1271127,0.4453921,0.828778,-0.6142185,0.3857653,0.37281,0.4584468,0.7261505,0.2469484,0.5331354,0.9114242
23/12/2013,0.0344806,0.4119691,1.4568031,1.0190664,0.4995677,-0.2096388,0.5867417,0.3627106,0.439893,0.026851,-0.3425902
24/12/2013,0.6361044,-0.0845613,0.2051264,0.7614709,0.2695727,0.1324413,0.1807948,0.5387326,1.0791493,0.0805315,0.3437679
26/12/2013,0.8578279,0.6692265,0.3027592,0.4844335,0.6444724,0.4378463,0.1600381,0.6876688,0.5650109,0.1475223,-0.4100701
27/12/2013,0.4846951,-0.1276622,-0.1955135,0,-0.3485905,0.2520264,-0.081591,-0.1042198,0.2309389,-0.147305,0.1876368
30/12/2013,-0.7988079,0.1886204,-0.1168505,0.0449958,0.3745247,0.2921593,-0.1258889,-0.0355161,0.0343891,0.3017502,0.2861305
31/12/2013,0.913638,-0.0637924,0.726009,-0.077101,0.403432,-0.0474223,0.3985828,0.4707554,0.2578294,-0.4211793,0.2282513
02/01/2014,-1.3058757,-0.5527012,-1.0657922,-0.5787037,-0.5017921,-1.0844517,-0.5462998,-1.2863016,-0.7132081,-0.3222558,-1.5423632
03/01/2014,-0.2534362,0.2066536,-0.4782128,-0.6920191,-0.2483695,-0.1827235,0.6448311,0.2709117,-0.1830363,0.5455648,-0.2891237
06/01/2014,0.0623509,-0.370272,-0.2359186,0.4558776,-0.59491,-0.4301863,0.1457677,-0.5984146,-0.5985538,0.5091104,0.0948967
07/01/2014,0.8926207,1.0083111,0.9180852,0.5445705,0.5602294,0.5331617,0.0406201,0.4874542,-0.1601114,0.3798987,0.9111977
08/01/2014,-0.6824568,0.8787046,0.08098,-1.6828938,-0.1711254,-0.7109221,0.33498,-0.0849466,0.5508297,-0.0863156,-0.5480453
09/01/2014,-0.3668926,0.7279275,-0.5595152,-1.8887723,-0.1199931,0.4328307,0.3338617,0.3624485,-0.4160599,0.1594896,0.5720584
10/01/2014,0.1482337,0.4186274,0.2008275,0.3877005,0.3775744,0.17422,-0.1344447,0.1671943,0.3586101,1.2805202,1.4402755
13/01/2014,-1.9008149,-0.8018136,-1.0107642,-1.0986816,-1.9453627,-0.6384585,-1.4842488,-1.1305722,-1.415438,-0.792663,-0.915685
14/01/2014,1.091117,1.277627,1.9025344,0.4174241,0.7652962,0.5481345,0.7857607,1.0287001,1.4005701,0.6537242,0.0882613
15/01/2014,-0.3189317,-0.1393264,1.1613168,1.4750251,0.2364975,0.0297769,1.1864005,0.6929281,0.6454971,0.4985895,-0.2126777
16/01/2014,0.0772298,0.2335456,-0.0711141,0.4030393,-0.4603698,0.0068695,-0.6163948,-0.3230589,0.1413744,0.2545858,0.6497895
17/01/2014,-0.0535467,-0.0574939,-0.5489851,-0.5396157,-0.4798428,-0.8013921,-0.3539286,-0.5394366,-0.2134839,-0.4883448,-0.0258238
21/01/2014,0.5073902,0.5207703,0.4974955,-0.7145693,-0.1820189,0.341612,0.0811853,0.0245514,0.5590062,0.6739514,1.152038
22/01/2014,0.3213972,0.0677711,-0.0067813,-0.7330401,0.2657666,-0.1265182,0.1013993,0.225371,-0.9162034,0.1364877,0.1123596
23/01/2014,-1.1220679,-0.725412,-0.3594317,1.0204082,-0.6907093,-0.9374208,-1.6747704,-1.1488111,-1.4718615,-0.7529045,-0.3060912
24/01/2014,-2.0641368,-2.3300941,-2.0537689,-0.9835194,-1.9209414,-0.8974657,-2.290522,-3.1058559,-2.7275923,-1.6807272,-1.1206632
27/01/2014,-0.3405148,-0.7916059,-1.0110661,0.1342282,-0.3933019,-0.2768393,-0.6255931,0.2208224,-0.368577,-0.3791406,0.2121824
28/01/2014,0.7788969,1.2938857,-0.665134,0.0134048,0.7478313,0.6963723,1.2555261,0.8697467,0.5367764,1.0082126,0.4079736
29/01/2014,-0.592914,-0.8881269,-0.9381294,-0.4423,-1.6884402,-1.8176721,-1.0583304,-1.0346968,0.4617605,-0.5949233,-0.0977215
30/01/2014,0.1567905,1.793729,1.483833,0.1952073,1.6570359,0.1760899,1.3202951,0.8642922,0.4452743,1.5494082,1.4981466
31/01/2014,-1.4831432,-0.8098716,0.228459,0.1343635,-1.2715389,-0.4347,-1.1428173,-0.4975468,-0.6006006,0.3470631,0.8217094
03/02/2014,-1.7790446,-2.0311777,-2.165413,-3.6833277,-2.666105,-2.2211619,-2.4777077,-2.6923166,-2.3917422,-1.6314278,-0.7747648
04/02/2014,0.733847,1.0240413,0.5215241,1.1354138,1.1665533,0.5514347,0.9504879,0.632821,0.8585431,1.0614303,-0.6134969
05/02/2014,-0.8626113,-0.6362672,0.0053486,-0.6336525,0.1568707,0.0800777,-0.1324598,-0.106383,0.1570948,-0.1444138,-0.5356596
06/02/2014,1.3026705,0.5006592,1.1909007,0.062383,2.0686709,1.0741217,1.4840837,1.3915513,1.5210651,0.7559821,0.6359953
07/02/2014,1.0946799,1.7724682,1.457012,0.7204212,1.259491,0.911577,1.2645708,1.6408748,1.3797068,0.8286031,0.6166862
10/02/2014,-0.6294744,0.8838423,0.3160436,0.3851444,-0.0413296,0.4302762,0.1220873,-0.5511413,0.4430111,0.9706225,0.7142134
11/02/2014,1.4261098,1.3111064,1.1494054,1.246917,0.7206143,1.0675314,0.9824757,1.1407195,1.2102608,0.4357857,0.8801489
12/02/2014,-0.3689082,-0.084074,0.2994883,0.2503722,0.0508249,-0.4848002,-0.055201,0.216895,-0.3067912,-0.2233282,-0.1296241
13/02/2014,0.3832662,0.7783387,0.8957821,0.9854877,0.4317924,0.4212657,0.3762643,0.2164256,0.954679,0.4860267,1.153155
14/02/2014,1.4544101,0.3488892,0.2147701,-1.0761313,0.5641694,0.5835482,0.1478781,0.7319845,0.6927846,0.3882136,0.6761092
18/02/2014,0.3189233,0.8870201,0.1079987,-0.9121622,0.0831834,-0.6547217,0.1648295,-0.2256725,0.1066428,0.3359959,0.2794118
19/02/2014,0.049276,-0.5994021,-0.5259254,0.4841459,-0.9065254,-0.309583,-1.292468,-0.8798516,-0.7285223,-0.0379099,-0.5572665
20/02/2014,0.7626068,0.9097105,0.299939,1.9815418,0.5754189,0.5081636,0.2465963,0.7735664,1.0315702,-0.0948107,0.8061741
21/02/2014,-0.6953423,-0.2466671,-0.3362111,-1.3907373,0.1706683,-0.213005,0.0311818,-0.0045288,-0.1130679,-0.2277616,0.1511679
24/02/2014,1.5163303,0.7477186,0.5170368,-1.3023821,0.5498548,0.3659309,0.8347188,0.8038949,-0.5076664,0.2790108,-0.3067485
25/02/2014,-0.0140766,-0.2337541,-0.3288642,-0.2392999,0.5198906,0.3926426,-0.6182805,-0.4425475,0.3826926,-0.3224991,-0.0781441
26/02/2014,-0.6116351,-0.0161082,0.1218274,-0.2947022,0.5880775,-0.1955535,-0.1278817,0.0518976,0.7349911,0.3298864,-0.4838946
27/02/2014,-0.0110174,0.515547,0.6861353,1.6497113,0.3713508,0.4735136,0.5502492,0.5750885,0.6784862,-0.1201391,-0.2701375
28/02/2014,0.4832439,0.0233138,-0.1158146,-0.2569651,0.3358251,0.7034406,0.5231458,0.2690824,0.4571777,0.6140795,0.6303866
03/03/2014,-0.603108,-0.6919659,-0.872137,-0.4067797,-0.8811906,-0.511792,-0.8765022,-0.6977368,-0.2191208,-0.1258416,-0.9445505
04/03/2014,1.0165324,1.8820596,1.5443295,1.1095984,1.2705802,1.3972888,1.9930227,1.5246374,1.5608635,1.3293013,0.7855731
05/03/2014,-1.0749501,-0.1943761,0.0918182,-0.5453444,0.3070663,-0.3359386,0.7044161,0.1818948,0.1896145,-0.3233027,-0.7108192
06/03/2014,0.558298,-0.6722641,0.0066716,0.2843217,0.3192728,-0.041274,0.6793113,0.5601931,0.3585895,-0.2806886,-0.6319739
07/03/2014,0.399931,-0.2062395,-0.2951968,-0.0337519,-0.1123259,0.1422247,0.4976952,0.2510129,-0.4532522,-0.9257522,0.2484349
10/03/2014,0.2061985,0.3900451,-0.1204356,-0.2768587,-0.3635955,0.1305692,0.0398843,-0.5095541,-0.1163216,-0.4924553,-0.168517
11/03/2014,-1.1676124,-0.2624025,-0.1775217,-0.7109967,-0.5643129,0.0068631,-0.7309213,-0.6799417,-0.9848939,0.6090984,-0.337603
12/03/2014,0.045742,-0.0101749,0.2432682,-0.1909568,-0.0964776,0.0571886,-0.120486,-0.2067126,-0.0705693,0.0126127,1.280263
13/03/2014,-0.9727565,-1.3926443,-1.5631799,-0.3758114,-1.4390941,-0.5715592,-1.1594009,-1.4789407,-0.8238894,-0.4918343,0.9246963
14/03/2014,0.1385108,-0.5174549,-0.671586,0.2949246,0.0288179,-0.0022994,-0.5627691,-0.3798069,0.1288485,0.0823775,0.5750768
17/03/2014,0.6407199,0.9143314,1.3248661,0.8343021,0.7067952,0.6967279,1.0398554,1.2867355,0.7890281,0.2785868,0.6250909
18/03/2014,0.7788187,1.1718406,1.3531548,0.6646321,0.442461,0.1712642,0.4825213,0.4996415,0.5577395,0.4104054,-0.1974381
19/03/2014,-0.910744,-0.3657687,-0.5217014,-0.4109681,-0.6398815,-0.8685344,-0.1477551,-0.9742504,-0.8820876,-1.8361315,-1.4668275
20/03/2014,0.504643,-0.0218519,0.6501014,2.4759843,0.2369623,0.432323,1.6478897,0.1598451,0.4719366,0.3779386,0.1028353
21/03/2014,0.2581376,-1.5430795,-0.4511328,-0.0264061,-0.6424799,0.0389248,0.0132341,0.0854144,0.473075,0.6126356,0.7924861
